timestamp,VWC,temp_soil,temp_room,temp_soil_shifted_1,temp_soil_shifted_2,temp_soil_shifted_3,temp_soil_shifted_4,temp_soil_shifted_5,temp_soil_shifted_6,temp_soil_predict
2017/11/22 19:10,0.364,20.7,18.39,20.7,20.7,20.8,20.8,20.8,20.8,20.6764
2017/11/22 19:15,0.364,20.7,18.41,20.7,20.7,20.7,20.8,20.8,20.8,20.677
2017/11/22 19:20,0.364,20.7,18.41,20.7,20.7,20.7,20.7,20.8,20.8,20.6754
2017/11/22 19:25,0.364,20.7,18.44,20.7,20.7,20.7,20.7,20.7,20.8,20.6782
2017/11/22 19:30,0.364,20.7,18.44,20.7,20.7,20.7,20.7,20.7,20.7,20.681
2017/11/22 19:35,0.364,20.6,18.46,20.7,20.7,20.7,20.7,20.7,20.7,20.6812
2017/11/22 19:40,0.364,20.7,18.44,20.6,20.7,20.7,20.7,20.7,20.7,20.5777
2017/11/22 19:45,0.364,20.6,18.44,20.7,20.6,20.7,20.7,20.7,20.7,20.6817
2017/11/22 19:50,0.364,20.6,18.44,20.6,20.7,20.6,20.7,20.7,20.7,20.5781
2017/11/22 19:55,0.364,20.6,18.41,20.6,20.6,20.7,20.6,20.7,20.7,20.5764
2017/11/22 20:00,0.364,20.6,18.39,20.6,20.6,20.6,20.7,20.6,20.7,20.5806
2017/11/22 20:05,0.364,20.5,18.39,20.6,20.6,20.6,20.6,20.7,20.6,20.5793
2017/11/22 20:10,0.364,20.5,18.39,20.5,20.6,20.6,20.6,20.6,20.7,20.4756
2017/11/22 20:15,0.364,20.5,18.39,20.5,20.5,20.6,20.6,20.6,20.6,20.4791
2017/11/22 20:20,0.364,20.5,18.36,20.5,20.5,20.5,20.6,20.6,20.6,20.4791
2017/11/22 20:25,0.364,20.5,18.36,20.5,20.5,20.5,20.5,20.6,20.6,20.4775
2017/11/22 20:30,0.364,20.5,18.36,20.5,20.5,20.5,20.5,20.5,20.6,20.4799
2017/11/22 20:35,0.364,20.5,18.34,20.5,20.5,20.5,20.5,20.5,20.5,20.4824
2017/11/22 20:40,0.364,20.5,18.29,20.5,20.5,20.5,20.5,20.5,20.5,20.4818
2017/11/22 20:45,0.364,20.4,18.25,20.5,20.5,20.5,20.5,20.5,20.5,20.4813
2017/11/22 20:50,0.364,20.4,18.22,20.4,20.5,20.5,20.5,20.5,20.5,20.3776
2017/11/22 20:55,0.364,20.4,18.22,20.4,20.4,20.5,20.5,20.5,20.5,20.3783
2017/11/22 21:00,0.364,20.4,18.2,20.4,20.4,20.4,20.5,20.5,20.5,20.3784
2017/11/22 21:05,0.364,20.3,18.2,20.4,20.4,20.4,20.4,20.5,20.5,20.3768
2017/11/22 21:10,0.364,20.3,18.17,20.3,20.4,20.4,20.4,20.4,20.5,20.2755
2017/11/22 21:15,0.364,20.3,18.15,20.3,20.3,20.4,20.4,20.4,20.4,20.2788
2017/11/22 21:20,0.364,20.3,18.1,20.3,20.3,20.3,20.4,20.4,20.4,20.2785
2017/11/22 21:25,0.364,20.3,18.1,20.3,20.3,20.3,20.3,20.4,20.4,20.2769
2017/11/22 21:30,0.364,20.3,18.08,20.3,20.3,20.3,20.3,20.3,20.4,20.279
2017/11/22 21:35,0.364,20.3,18.08,20.3,20.3,20.3,20.3,20.3,20.3,20.2818
